lake_elevation_ft,observed_at,lake_elevation_source,lake_elevation_source_url,is_forecast,retrieved_at
1263.3,"May 19, 2026",Bureau of Reclamation Grand Coulee Dam Lake Roosevelt Lake Levels,https://www.usbr.gov/pn/grandcoulee/lakelevel/index.html,false,2026-05-25T09:46:18-06:00
